--/
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\137572\1116-137572-0005.flac	241840
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000802.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000827.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0014.flac	250720
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0039.flac	232640
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134318\1088-134318-0012.flac	245200
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0086.flac	63040
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0046.flac	196000
D:\MAE_AST_datasets\librispeech\train-clean-100/1183\133256\1183-133256-0005.flac	271200
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000137.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000215.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1241\103-1241-0006.flac	243760
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000027.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000276.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134318\1088-134318-0014.flac	226800
D:\MAE_AST_datasets\librispeech\train-clean-100/118\121721\118-121721-0012.flac	237520
D:\MAE_AST_datasets\librispeech\train-clean-100/118\47824\118-47824-0024.flac	188320
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0002.flac	236800
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000422.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000264.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000172.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000315.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000731.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000253.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000964.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000399.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\137572\1116-137572-0006.flac	255040
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0033.flac	236720
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000251.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000354.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\124588\118-124588-0018.flac	214880
D:\MAE_AST_datasets\librispeech\train-clean-100/1183\133255\1183-133255-0012.flac	221440
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000874.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\137572\1116-137572-0012.flac	150880
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0066.flac	170480
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0019.flac	230800
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0048.flac	79840
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\129236\1088-129236-0006.flac	179280
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000855.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\121721\118-121721-0024.flac	267520
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000183.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000060.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000573.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000091.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000068.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000738.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000987.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000767.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\132847\1116-132847-0028.flac	243440
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\137572\1116-137572-0021.flac	236000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0025.flac	257440
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0026.flac	258800
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000132.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0051.flac	112960
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0032.flac	194160
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000926.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1241\103-1241-0017.flac	254240
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0055.flac	205600
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000122.wav	453768
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\132847\1116-132847-0029.flac	246160
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000527.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134315\1088-134315-0052.flac	242960
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1240\103-1240-0018.flac	185760
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0001.flac	214960
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000196.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0019.flac	73600
D:\MAE_AST_datasets\librispeech\train-clean-100/118\121721\118-121721-0001.flac	244960
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0052.flac	226080
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000463.wav	469128
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1241\103-1241-0029.flac	244960
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000401.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0029.flac	232080
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000067.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0048.flac	228240
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000368.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\124588\118-124588-0001.flac	225440
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000069.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000819.wav	409192
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1241\103-1241-0009.flac	222400
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0042.flac	243360
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134315\1088-134315-0032.flac	251920
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000591.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0031.flac	170640
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000426.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0032.flac	50400
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000708.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000759.wav	448008
D:\MAE_AST_datasets\librispeech\train-clean-100/1183\133256\1183-133256-0017.flac	68560
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000787.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000187.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000547.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134318\1088-134318-0016.flac	184240
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000971.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0077.flac	202720
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0005.flac	111360
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0012.flac	249600
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0037.flac	232080
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\129236\1088-129236-0028.flac	239840
D:\MAE_AST_datasets\librispeech\train-clean-100/118\124588\118-124588-0008.flac	240880
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0108.flac	95280
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000032.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0060.flac	109120
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\137572\1116-137572-0041.flac	228800
D:\MAE_AST_datasets\librispeech\train-clean-100/118\121721\118-121721-0017.flac	167840
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000291.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1183\133255\1183-133255-0006.flac	240960
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0041.flac	212080
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0092.flac	97840
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000297.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0053.flac	247280
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0025.flac	203120
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000730.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\121721\118-121721-0018.flac	245040
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000652.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000518.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1240\103-1240-0004.flac	200240
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134315\1088-134315-0000.flac	256640
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0035.flac	243040
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134318\1088-134318-0018.flac	254720
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0088.flac	133600
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000024.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1241\103-1241-0021.flac	242880
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000535.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0066.flac	40800
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\137572\1116-137572-0011.flac	168880
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\137572\1116-137572-0017.flac	187760
D:\MAE_AST_datasets\librispeech\train-clean-100/118\47824\118-47824-0014.flac	222480
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1240\103-1240-0013.flac	244160
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000800.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\128618\1081-128618-0000.flac	145520
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0029.flac	228240
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134318\1088-134318-0020.flac	232960
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0059.flac	210800
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134315\1088-134315-0031.flac	247760
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000156.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000545.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\128618\1081-128618-0012.flac	60400
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000265.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1183\133255\1183-133255-0010.flac	226400
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0009.flac	241120
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0022.flac	244480
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000955.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0034.flac	214160
D:\MAE_AST_datasets\librispeech\train-clean-100/1183\133256\1183-133256-0023.flac	198880
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000304.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000182.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000288.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000358.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000199.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000461.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0063.flac	240560
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000813.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000121.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0044.flac	247040
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000712.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\47824\118-47824-0002.flac	63440
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000578.wav	479688
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000713.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\47824\118-47824-0003.flac	204000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000361.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0007.flac	200240
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1241\103-1241-0016.flac	234640
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000908.wav	441021
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000458.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000098.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0047.flac	222240
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0009.flac	236800
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000736.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0114.flac	151840
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0015.flac	244160
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\132847\1116-132847-0015.flac	150080
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000842.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000344.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0007.flac	245440
D:\MAE_AST_datasets\librispeech\train-clean-100/1183\133255\1183-133255-0008.flac	108400
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000718.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0014.flac	222960
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000729.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000357.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000018.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0027.flac	219760
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0005.flac	201600
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0004.flac	252640
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000671.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0024.flac	228480
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000666.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000630.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000751.wav	435528
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000274.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000636.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000017.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134315\1088-134315-0011.flac	190000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000486.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0036.flac	242720
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000252.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\134318\1088-134318-0009.flac	255280
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000993.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000363.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000872.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0028.flac	232480
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0022.flac	237920
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000225.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\124588\118-124588-0003.flac	135680
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000782.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000982.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000296.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0005.flac	234240
D:\MAE_AST_datasets\librispeech\train-clean-100/1116\137572\1116-137572-0040.flac	211520
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000809.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000595.wav	463368
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\129236\1088-129236-0021.flac	231760
D:\MAE_AST_datasets\librispeech\train-clean-100/1088\129236\1088-129236-0019.flac	232000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000197.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000537.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000914.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0043.flac	233760
D:\MAE_AST_datasets\librispeech\train-clean-100/118\47824\118-47824-0006.flac	258320
D:\MAE_AST_datasets\librispeech\train-clean-100/118\121721\118-121721-0026.flac	257040
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1240\103-1240-0036.flac	200320
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0008.flac	240640
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000074.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000888.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0030.flac	150000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0087.flac	235920
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0090.flac	149280
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0038.flac	197440
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000594.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000793.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1183\128659\1183-128659-0000.flac	105840
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0030.flac	256560
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000773.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000086.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/103\1241\103-1241-0008.flac	242160
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000113.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000427.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000385.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000396.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000656.wav	471048
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0040.flac	223200
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0054.flac	157360
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000409.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000879.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\47824\118-47824-0012.flac	172880
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0093.flac	42560
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000045.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0060.flac	196880
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0009.flac	204799
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000087.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0077.flac	219440
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000010.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0102.flac	91200
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000428.wav	470088
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133699\1069-133699-0027.flac	243760
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000213.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000207.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000876.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000402.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0021.flac	74960
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0061.flac	148400
D:\MAE_AST_datasets\librispeech\train-clean-100/1040\133433\1040-133433-0016.flac	261040
D:\MAE_AST_datasets\librispeech\train-clean-100/1069\133709\1069-133709-0052.flac	156000
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0011.flac	52720
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0037.flac	215520
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000560.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/118\124588\118-124588-0009.flac	233440
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0100.flac	226080
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000586.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000580.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000544.wav	480000
D:\MAE_AST_datasets\librispeech\train-clean-100/1098\133695\1098-133695-0016.flac	234320
D:\MAE_AST_datasets\librispeech\train-clean-100/1034\121119\1034-121119-0002.flac	250960
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000815.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000439.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000089.wav	441000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000349.wav	480000
D:\MAE_AST_datasets\audioset\unbalanced\train/audioset_train_000254.wav	441000
D:\MAE_AST_datasets\librispeech\train-clean-100/1081\125237\1081-125237-0068.flac	249840
